,loan_status,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc
37905,Fully Paid,38000.0,16.99,0.0,670.0,674.0,0.0,92.0,11.0,14339.0,76.3,19.0
613077,Fully Paid,125000.0,16.54,2.0,685.0,689.0,0.0,23.0,21.0,36307.0,63.8,29.0
754245,Current,165000.0,5.39,0.0,695.0,699.0,1.0,64.0,14.0,6539.0,31.0,29.0
811922,Current,86000.0,31.84,0.0,755.0,759.0,0.0,,18.0,33191.0,24.8,45.0
531414,Late (31-120 days),42900.0,37.87,0.0,695.0,699.0,0.0,44.0,14.0,14728.0,14.1,23.0
106998,Charged Off,50000.0,10.92,0.0,680.0,684.0,0.0,,6.0,15777.0,72.0,7.0
232497,Fully Paid,74000.0,0.81,0.0,705.0,709.0,1.0,50.0,7.0,212.0,1.7,23.0
936810,Fully Paid,68000.0,24.5,0.0,705.0,709.0,1.0,,10.0,9165.0,73.3,45.0
840991,Current,78000.0,9.18,0.0,685.0,689.0,0.0,,13.0,28302.0,57.3,24.0
486811,Fully Paid,37800.0,13.65,0.0,700.0,704.0,1.0,39.0,10.0,10146.0,54.0,21.0
65139,Charged Off,48000.0,28.9,0.0,710.0,714.0,2.0,,6.0,6054.0,77.6,15.0
958177,Current,104000.0,9.97,0.0,665.0,669.0,2.0,,10.0,55.0,0.6,44.0
278189,Fully Paid,80000.0,8.82,0.0,660.0,664.0,1.0,,24.0,8247.0,63.8,34.0
262778,Fully Paid,26000.0,33.93,2.0,670.0,674.0,0.0,16.0,8.0,4253.0,74.6,20.0
352633,Fully Paid,70000.0,15.58,0.0,670.0,674.0,3.0,,11.0,7063.0,55.2,27.0
935459,Fully Paid,36000.0,31.53,0.0,700.0,704.0,0.0,55.0,14.0,29305.0,26.3,31.0
168811,Fully Paid,55000.0,17.46,0.0,780.0,784.0,0.0,,11.0,30859.0,19.5,50.0
533090,Current,34000.0,6.67,0.0,720.0,724.0,0.0,,6.0,5788.0,34.7,9.0
326676,Fully Paid,45000.0,7.01,0.0,675.0,679.0,1.0,64.0,7.0,7367.0,54.6,8.0
8849,Fully Paid,58000.0,28.88,0.0,740.0,744.0,0.0,,24.0,9761.0,25.4,43.0
446826,Current,77000.0,24.41,0.0,730.0,734.0,1.0,,10.0,6606.0,21.4,16.0
329638,Fully Paid,84000.0,4.31,0.0,710.0,714.0,0.0,,3.0,17295.0,80.4,25.0
199557,Fully Paid,120000.0,15.33,0.0,690.0,694.0,2.0,59.0,20.0,12337.0,46.0,32.0
343903,Fully Paid,35000.0,11.8,1.0,725.0,729.0,0.0,16.0,4.0,8895.0,30.1,9.0
1040957,Fully Paid,72000.0,32.3,0.0,695.0,699.0,0.0,,14.0,22936.0,60.8,27.0
832487,Current,36940.0,21.02,0.0,680.0,684.0,1.0,34.0,10.0,4508.0,43.3,13.0
373768,Fully Paid,50000.0,3.07,0.0,725.0,729.0,0.0,49.0,11.0,6513.0,21.6,19.0
4803,Charged Off,60000.0,29.58,0.0,675.0,679.0,1.0,,14.0,23300.0,93.2,36.0
588696,Current,76970.0,23.2,0.0,685.0,689.0,0.0,47.0,19.0,22729.0,47.3,60.0
460101,Current,140000.0,6.87,0.0,715.0,719.0,0.0,57.0,9.0,17154.0,33.4,17.0
606904,Current,85000.0,21.11,1.0,660.0,664.0,1.0,14.0,10.0,6030.0,80.4,16.0
695359,Fully Paid,24000.0,38.7,0.0,695.0,699.0,0.0,,5.0,5639.0,86.8,7.0
417761,Fully Paid,175000.0,12.94,0.0,715.0,719.0,1.0,30.0,8.0,21206.0,82.5,34.0
99806,Current,65000.0,22.4,0.0,660.0,664.0,0.0,62.0,7.0,8128.0,44.2,24.0
406570,Fully Paid,51325.0,29.81,0.0,680.0,684.0,0.0,64.0,12.0,21052.0,68.6,25.0
262088,Current,73000.0,32.1,0.0,700.0,704.0,2.0,,21.0,71612.0,86.0,30.0
976155,Fully Paid,60000.0,17.1,0.0,715.0,719.0,1.0,,7.0,9287.0,28.8,20.0
257910,Current,30000.0,14.76,0.0,685.0,689.0,0.0,,11.0,7966.0,38.5,12.0
379883,Fully Paid,82575.0,22.01,0.0,735.0,739.0,0.0,58.0,15.0,20585.0,41.2,41.0
344259,Fully Paid,124640.0,12.89,0.0,675.0,679.0,1.0,52.0,16.0,20633.0,90.1,46.0
234136,Charged Off,93396.78,5.08,0.0,770.0,774.0,2.0,,13.0,1697.0,4.2,19.0
334119,Charged Off,85000.0,35.07,0.0,710.0,714.0,0.0,61.0,16.0,50858.0,73.7,26.0
225744,Fully Paid,34840.0,18.19,1.0,675.0,679.0,0.0,4.0,9.0,17447.0,50.7,15.0
51950,Current,36771.0,29.96,1.0,685.0,689.0,0.0,7.0,7.0,4221.0,72.8,18.0
290443,Fully Paid,26000.0,24.01,1.0,675.0,679.0,1.0,23.0,13.0,1590.0,20.6,18.0
945230,Fully Paid,76000.0,15.43,0.0,670.0,674.0,0.0,47.0,29.0,9045.0,29.9,57.0
187629,Fully Paid,60000.0,25.58,0.0,660.0,664.0,0.0,60.0,9.0,7917.0,51.1,31.0
1027584,Fully Paid,80000.0,19.91,0.0,680.0,684.0,0.0,,6.0,18276.0,85.8,17.0
553973,Current,48000.0,8.95,0.0,710.0,714.0,0.0,68.0,4.0,15174.0,26.9,11.0
687760,Current,87000.0,14.91,0.0,700.0,704.0,0.0,,9.0,45681.0,88.5,14.0
203918,Fully Paid,54000.0,27.56,0.0,700.0,704.0,0.0,,24.0,17650.0,37.4,42.0
176019,Fully Paid,54000.0,26.2,0.0,765.0,769.0,0.0,,7.0,4709.0,38.3,24.0
263199,Charged Off,40000.0,27.0,0.0,685.0,689.0,0.0,24.0,11.0,7940.0,58.8,19.0
515983,Fully Paid,45000.0,15.68,0.0,680.0,684.0,0.0,,7.0,9317.0,57.9,10.0
47560,Fully Paid,113000.0,19.32,0.0,725.0,729.0,0.0,46.0,10.0,68766.0,76.2,36.0
196839,Fully Paid,113000.0,7.29,0.0,660.0,664.0,0.0,64.0,7.0,9172.0,55.3,40.0
978403,Current,49368.0,33.6,0.0,690.0,694.0,0.0,,13.0,18403.0,55.8,35.0
146940,Fully Paid,62000.0,28.32,0.0,685.0,689.0,1.0,,13.0,36080.0,66.7,31.0
502951,Current,100000.0,12.41,0.0,670.0,674.0,0.0,75.0,9.0,13376.0,47.9,25.0
638938,Current,45000.0,13.04,0.0,730.0,734.0,0.0,67.0,10.0,7594.0,16.7,27.0
163999,Fully Paid,100000.0,23.99,2.0,660.0,664.0,4.0,4.0,37.0,57251.0,61.0,56.0
901356,Current,130000.0,22.94,0.0,695.0,699.0,1.0,,10.0,17104.0,66.3,32.0
870878,Current,70000.0,17.76,0.0,675.0,679.0,0.0,28.0,9.0,2915.0,51.1,39.0
476723,Current,40000.0,10.4,0.0,715.0,719.0,1.0,,5.0,6563.0,28.3,9.0
334437,Fully Paid,70000.0,21.34,0.0,765.0,769.0,0.0,,13.0,6869.0,19.3,24.0
751531,Current,155600.0,7.4,0.0,665.0,669.0,1.0,55.0,11.0,34182.0,63.4,22.0
604653,Current,128000.0,8.37,0.0,730.0,734.0,0.0,,11.0,19599.0,67.8,27.0
677743,Current,90000.0,13.64,0.0,695.0,699.0,1.0,,8.0,3307.0,51.0,13.0
745302,Current,100000.0,29.55,0.0,670.0,674.0,2.0,24.0,11.0,8798.0,34.2,22.0
574355,Current,72000.0,21.82,1.0,725.0,729.0,1.0,17.0,23.0,50375.0,38.2,54.0
356158,Current,45000.0,19.76,0.0,685.0,689.0,1.0,,11.0,22021.0,69.0,18.0
195730,Fully Paid,84000.0,13.26,0.0,665.0,669.0,1.0,35.0,7.0,4251.0,57.4,23.0
81080,Charged Off,47172.0,5.34,0.0,660.0,664.0,2.0,25.0,10.0,4390.0,56.3,21.0
68895,Fully Paid,36000.0,18.1,0.0,730.0,734.0,0.0,,14.0,5888.0,15.2,19.0
663463,Fully Paid,60000.0,15.62,0.0,675.0,679.0,1.0,,10.0,4330.0,30.9,27.0
327941,Fully Paid,32000.0,27.72,0.0,700.0,704.0,0.0,,9.0,25795.0,65.0,16.0
485094,Late (16-30 days),40000.0,21.5,0.0,710.0,714.0,0.0,,5.0,18313.0,68.6,10.0
222387,Fully Paid,42000.0,29.49,0.0,675.0,679.0,2.0,29.0,14.0,8948.0,20.0,24.0
698161,Current,200000.0,11.6,0.0,670.0,674.0,0.0,49.0,8.0,27696.0,39.3,23.0
315982,Charged Off,112000.0,25.15,0.0,670.0,674.0,0.0,,13.0,23166.0,81.0,20.0
97976,Charged Off,40000.0,11.01,0.0,665.0,669.0,0.0,54.0,7.0,2023.0,27.0,19.0
764544,Current,148000.0,2.46,2.0,745.0,749.0,0.0,11.0,11.0,11561.0,18.4,26.0
205611,Fully Paid,80000.0,21.73,1.0,660.0,664.0,1.0,9.0,21.0,14278.0,46.4,27.0
166664,Fully Paid,65000.0,24.26,0.0,670.0,674.0,1.0,,13.0,7549.0,77.8,18.0
1046743,Charged Off,500000.0,0.95,7.0,695.0,699.0,0.0,21.0,9.0,2510.0,11.6,25.0
519762,Fully Paid,85000.0,27.26,2.0,715.0,719.0,2.0,10.0,17.0,5800.0,18.4,28.0
199867,Fully Paid,45000.0,4.4,0.0,715.0,719.0,1.0,,6.0,6644.0,47.1,9.0
42096,Fully Paid,52000.0,9.95,0.0,700.0,704.0,0.0,,3.0,4435.0,98.6,15.0
345505,Fully Paid,49500.0,19.27,0.0,660.0,664.0,0.0,,11.0,9867.0,49.1,45.0
772013,Current,51932.0,15.46,0.0,690.0,694.0,1.0,53.0,15.0,14236.0,43.2,20.0
3696,Fully Paid,145000.0,19.32,1.0,695.0,699.0,2.0,1.0,20.0,90792.0,30.7,47.0
560805,Current,215000.0,13.12,0.0,775.0,779.0,0.0,,7.0,23528.0,54.3,16.0
988716,Fully Paid,190000.0,5.65,0.0,755.0,759.0,3.0,,9.0,5760.0,20.8,31.0
1018661,Fully Paid,70000.0,38.73,1.0,675.0,679.0,0.0,8.0,17.0,50077.0,63.3,38.0
488183,Current,165000.0,15.65,0.0,675.0,679.0,3.0,,11.0,32370.0,71.9,16.0
914887,Fully Paid,95000.0,33.11,0.0,710.0,714.0,1.0,28.0,17.0,15325.0,66.9,46.0
163314,Fully Paid,70000.0,34.56,0.0,695.0,699.0,2.0,,12.0,39254.0,87.2,29.0
210888,Fully Paid,55000.0,28.32,0.0,695.0,699.0,0.0,,10.0,15059.0,90.2,16.0
503936,Current,60000.0,13.38,1.0,660.0,664.0,0.0,3.0,12.0,10885.0,49.7,27.0
172155,Charged Off,125000.0,25.75,0.0,695.0,699.0,0.0,,14.0,35325.0,85.3,26.0
330703,Charged Off,132000.0,15.94,0.0,715.0,719.0,1.0,45.0,10.0,9668.0,53.4,31.0
19176,Fully Paid,90000.0,4.39,0.0,735.0,739.0,1.0,,15.0,10639.0,19.6,17.0
157410,Fully Paid,96000.0,15.51,1.0,740.0,744.0,1.0,10.0,11.0,8968.0,35.2,18.0
836920,Current,78000.0,12.68,0.0,715.0,719.0,1.0,29.0,11.0,6510.0,20.8,24.0
491754,Current,78000.0,18.82,0.0,660.0,664.0,3.0,,6.0,9465.0,81.6,7.0
710593,Current,50000.0,27.94,1.0,670.0,674.0,0.0,7.0,13.0,19233.0,84.4,26.0
506905,Current,50000.0,14.76,0.0,710.0,714.0,2.0,,10.0,31909.0,24.0,25.0
190372,Fully Paid,75000.0,11.52,1.0,710.0,714.0,0.0,18.0,11.0,16136.0,43.0,26.0
627229,Current,60000.0,17.06,0.0,665.0,669.0,0.0,34.0,8.0,7737.0,40.3,15.0
836010,Current,96000.0,21.06,1.0,735.0,739.0,1.0,12.0,11.0,16200.0,25.2,17.0
364189,Fully Paid,62000.0,30.49,0.0,690.0,694.0,0.0,,7.0,17620.0,83.1,11.0
33842,Fully Paid,110000.0,32.96,0.0,740.0,744.0,1.0,42.0,27.0,30998.0,36.3,52.0
915560,Current,42000.0,32.86,2.0,665.0,669.0,0.0,11.0,6.0,12611.0,76.0,17.0
734715,Current,35000.0,12.11,0.0,695.0,699.0,0.0,,10.0,12514.0,30.1,18.0
442561,Current,71000.0,7.2,0.0,720.0,724.0,0.0,,8.0,2903.0,40.9,10.0
893894,Current,66000.0,30.13,0.0,705.0,709.0,2.0,,28.0,7850.0,24.8,41.0
336274,Fully Paid,78000.0,18.03,2.0,670.0,674.0,1.0,17.0,8.0,7189.0,93.4,31.0
323690,Fully Paid,55000.0,28.67,0.0,675.0,679.0,0.0,,7.0,13364.0,81.0,45.0
19828,Fully Paid,70000.0,20.51,0.0,665.0,669.0,1.0,,8.0,4886.0,28.6,15.0
356075,Fully Paid,68000.0,13.93,0.0,710.0,714.0,0.0,,7.0,4327.0,52.8,16.0
1047809,Fully Paid,91000.0,16.71,5.0,695.0,699.0,0.0,4.0,15.0,12129.0,30.2,31.0
535722,Current,268000.0,19.79,0.0,685.0,689.0,0.0,,20.0,104787.0,91.5,46.0
860441,Current,60000.0,18.46,2.0,670.0,674.0,1.0,18.0,5.0,4457.0,74.0,10.0
391420,Charged Off,49500.0,23.64,1.0,690.0,694.0,2.0,22.0,13.0,17211.0,54.0,31.0
1033424,Fully Paid,50000.0,12.03,0.0,660.0,664.0,0.0,,10.0,5645.0,54.3,12.0
223023,Charged Off,91108.39,17.73,0.0,705.0,709.0,1.0,,12.0,48420.0,74.5,36.0
991719,Current,60000.0,9.6,0.0,715.0,719.0,0.0,,7.0,3409.0,20.4,14.0
6244,Fully Paid,57726.0,20.31,0.0,710.0,714.0,1.0,,12.0,3225.0,23.5,26.0
219413,Fully Paid,45000.0,11.28,1.0,670.0,674.0,1.0,6.0,4.0,5116.0,75.2,21.0
997367,Fully Paid,48000.0,14.43,0.0,725.0,729.0,1.0,,13.0,27513.0,61.4,20.0
585744,Current,132000.0,26.04,0.0,695.0,699.0,0.0,,13.0,71866.0,94.0,28.0
47176,Fully Paid,52000.0,10.55,0.0,665.0,669.0,0.0,,17.0,16059.0,38.8,27.0
905964,Fully Paid,30000.0,7.56,0.0,660.0,664.0,2.0,44.0,7.0,2145.0,26.5,15.0
562764,Fully Paid,72000.0,24.0,1.0,660.0,664.0,0.0,14.0,9.0,12842.0,73.8,24.0
422459,Late (31-120 days),72000.0,33.23,0.0,735.0,739.0,0.0,30.0,22.0,32971.0,33.3,37.0
466089,Current,76161.0,31.12,0.0,660.0,664.0,0.0,46.0,10.0,11620.0,97.6,18.0
481506,Current,140000.0,16.11,0.0,680.0,684.0,1.0,,20.0,26389.0,48.5,23.0
800015,Current,50000.0,18.75,0.0,680.0,684.0,0.0,31.0,8.0,14128.0,58.4,32.0
80789,Fully Paid,50000.0,27.11,0.0,725.0,729.0,0.0,,14.0,21644.0,30.3,26.0
354816,Fully Paid,110000.0,4.36,0.0,685.0,689.0,1.0,78.0,10.0,12602.0,46.7,18.0
752342,Current,47000.0,0.89,0.0,695.0,699.0,0.0,81.0,2.0,153.0,6.1,10.0
735878,Fully Paid,100000.0,4.55,0.0,665.0,669.0,0.0,31.0,17.0,2557.0,5.8,43.0
806372,Current,30000.0,24.44,0.0,670.0,674.0,0.0,31.0,8.0,5355.0,90.8,10.0
154876,Fully Paid,41000.0,23.07,1.0,675.0,679.0,0.0,11.0,11.0,9465.0,78.2,34.0
169787,Fully Paid,140000.0,11.36,0.0,715.0,719.0,0.0,31.0,7.0,4945.0,22.5,17.0
318621,Current,100000.0,35.9,2.0,670.0,674.0,1.0,11.0,11.0,28110.0,61.5,40.0
664422,Charged Off,70000.0,33.5,0.0,700.0,704.0,3.0,,16.0,18069.0,54.3,30.0
899528,Current,180000.0,4.69,0.0,665.0,669.0,1.0,50.0,10.0,1579.0,9.3,19.0
562291,Charged Off,101000.0,9.07,1.0,715.0,719.0,4.0,21.0,8.0,111269.0,72.0,23.0
241747,Fully Paid,59000.0,32.18,2.0,690.0,694.0,0.0,18.0,7.0,3860.0,28.6,19.0
847172,Current,75000.0,26.5,0.0,695.0,699.0,0.0,,13.0,15897.0,37.3,19.0
650399,Fully Paid,82218.0,21.79,0.0,685.0,689.0,1.0,29.0,9.0,7713.0,62.7,33.0
181778,Charged Off,65000.0,17.39,0.0,705.0,709.0,0.0,,5.0,2111.0,37.0,12.0
933312,Current,80000.0,8.27,1.0,685.0,689.0,0.0,22.0,8.0,5145.0,45.5,20.0
171621,Fully Paid,65000.0,6.2,0.0,675.0,679.0,1.0,80.0,4.0,1223.0,38.0,17.0
942522,Fully Paid,28000.0,21.26,0.0,700.0,704.0,0.0,,14.0,16369.0,32.9,40.0
1040855,Current,67000.0,23.33,0.0,715.0,719.0,0.0,74.0,16.0,26447.0,43.5,20.0
610010,Charged Off,45000.0,21.84,0.0,685.0,689.0,1.0,,25.0,7249.0,12.7,51.0
720179,Charged Off,36000.0,15.32,2.0,660.0,664.0,0.0,6.0,8.0,5067.0,63.3,17.0
232840,Charged Off,80000.0,5.88,1.0,675.0,679.0,0.0,5.0,10.0,4108.0,14.2,16.0
97146,Current,72000.0,10.57,0.0,670.0,674.0,1.0,60.0,14.0,10586.0,69.6,32.0
212469,Fully Paid,70000.0,19.48,0.0,700.0,704.0,0.0,,13.0,14134.0,50.5,16.0
668203,Current,40000.0,15.09,0.0,665.0,669.0,0.0,,6.0,6087.0,74.2,12.0
882025,Current,75751.0,3.6,0.0,715.0,719.0,1.0,,5.0,6993.0,44.0,6.0
398036,Fully Paid,40000.0,17.46,0.0,665.0,669.0,0.0,72.0,6.0,4660.0,89.6,10.0
200138,Charged Off,80000.0,12.21,0.0,670.0,674.0,1.0,79.0,6.0,6865.0,55.4,14.0
222651,Charged Off,52000.0,10.78,0.0,685.0,689.0,0.0,,3.0,5310.0,94.8,6.0
415595,Fully Paid,75000.0,18.26,0.0,705.0,709.0,0.0,,13.0,36232.0,68.6,23.0
814843,Current,70000.0,31.15,2.0,690.0,694.0,0.0,11.0,21.0,13972.0,31.0,34.0
281018,Charged Off,60000.0,27.74,0.0,710.0,714.0,0.0,,10.0,25540.0,56.9,10.0
766351,Current,60000.0,23.52,0.0,670.0,674.0,0.0,,19.0,22766.0,48.0,27.0
164298,Fully Paid,145000.0,8.62,0.0,670.0,674.0,0.0,,12.0,3100.0,14.0,29.0
597172,Current,100000.0,28.57,0.0,725.0,729.0,0.0,,18.0,48809.0,49.3,32.0
722003,Current,17000.0,21.68,0.0,735.0,739.0,1.0,,6.0,28987.0,92.0,10.0
978772,Current,48000.0,7.6,0.0,695.0,699.0,0.0,,1.0,4138.0,33.9,7.0
1634,Fully Paid,48000.0,16.25,0.0,670.0,674.0,1.0,54.0,11.0,8228.0,36.6,27.0
280126,Fully Paid,92000.0,19.24,0.0,750.0,754.0,0.0,,20.0,17423.0,34.7,39.0
474585,Current,40200.0,12.36,0.0,705.0,709.0,0.0,,13.0,2645.0,8.5,34.0
672225,Current,74100.0,17.51,0.0,715.0,719.0,0.0,,8.0,24845.0,75.3,19.0
811523,Current,185000.0,6.42,2.0,735.0,739.0,0.0,15.0,14.0,1531.0,3.6,34.0
59523,Charged Off,42000.0,20.77,1.0,685.0,689.0,2.0,15.0,19.0,5508.0,27.5,36.0
755159,Current,50000.0,18.41,0.0,720.0,724.0,0.0,,7.0,6304.0,57.8,9.0
253752,Fully Paid,85000.0,15.81,1.0,745.0,749.0,0.0,11.0,20.0,9670.0,11.2,30.0
957050,Current,73000.0,13.9,0.0,660.0,664.0,0.0,74.0,12.0,5485.0,29.8,39.0
852284,Late (31-120 days),46000.0,23.74,0.0,670.0,674.0,0.0,,7.0,13858.0,71.4,20.0
524427,Current,38000.0,17.47,0.0,665.0,669.0,0.0,,14.0,21146.0,47.7,16.0
681648,Charged Off,120000.0,25.54,0.0,710.0,714.0,0.0,62.0,18.0,7702.0,23.7,24.0
127842,Fully Paid,50000.0,21.77,0.0,685.0,689.0,3.0,24.0,7.0,5893.0,70.2,14.0
565852,Fully Paid,88000.0,25.95,0.0,770.0,774.0,0.0,39.0,14.0,16088.0,24.6,24.0
113969,Fully Paid,162000.0,16.93,0.0,760.0,764.0,1.0,74.0,19.0,2230.0,6.0,40.0
777466,Current,52000.0,33.6,0.0,665.0,669.0,1.0,,14.0,18088.0,75.1,22.0
938363,Charged Off,180000.0,30.41,0.0,675.0,679.0,1.0,,18.0,44784.0,84.0,40.0
678102,Current,80000.0,15.39,2.0,680.0,684.0,0.0,19.0,13.0,6289.0,88.6,31.0
703151,Fully Paid,75000.0,22.26,0.0,740.0,744.0,0.0,44.0,12.0,9149.0,26.8,22.0
907425,Current,23920.0,22.04,1.0,715.0,719.0,0.0,11.0,18.0,7438.0,18.5,22.0
225423,Fully Paid,33000.0,15.56,2.0,670.0,674.0,1.0,23.0,9.0,1659.0,29.0,21.0
947965,Current,61079.03,7.37,0.0,690.0,694.0,1.0,50.0,8.0,11181.0,50.6,35.0
916984,Current,11856.0,19.94,0.0,670.0,674.0,0.0,,6.0,3255.0,47.9,8.0
94324,Fully Paid,75000.0,20.86,1.0,680.0,684.0,1.0,8.0,9.0,2371.0,36.5,15.0
172685,Charged Off,73000.0,28.52,0.0,685.0,689.0,0.0,32.0,16.0,9638.0,34.3,42.0
385357,Fully Paid,190000.0,1.52,0.0,790.0,794.0,0.0,,6.0,0.0,0.0,7.0
716078,Current,42000.0,10.34,0.0,680.0,684.0,0.0,,5.0,12779.0,88.1,5.0
701434,Fully Paid,50000.0,27.7,0.0,685.0,689.0,0.0,,8.0,16430.0,74.0,25.0
197341,Fully Paid,57650.0,23.15,0.0,700.0,704.0,2.0,,14.0,9895.0,51.5,28.0
425075,Current,90000.0,28.03,0.0,690.0,694.0,0.0,,18.0,51244.0,51.1,30.0
777278,Current,122000.0,19.2,0.0,700.0,704.0,0.0,77.0,11.0,23336.0,70.9,26.0
821349,Current,105000.0,10.93,0.0,725.0,729.0,0.0,81.0,8.0,24996.0,26.6,16.0
68542,Charged Off,44000.0,14.84,0.0,665.0,669.0,1.0,,16.0,12908.0,55.2,19.0
163089,Fully Paid,73000.0,8.21,1.0,660.0,664.0,2.0,23.0,28.0,9533.0,25.5,37.0
857736,Current,90000.0,17.92,0.0,690.0,694.0,0.0,,7.0,27409.0,69.4,27.0
611395,Current,35920.0,28.98,0.0,775.0,779.0,0.0,,12.0,5716.0,18.6,32.0
1006315,Current,140000.0,21.86,2.0,660.0,664.0,0.0,20.0,19.0,22419.0,69.2,33.0
802572,Current,48000.0,19.6,0.0,700.0,704.0,0.0,,14.0,6016.0,26.3,29.0
570602,Current,70000.0,28.06,0.0,695.0,699.0,1.0,,14.0,18789.0,52.9,22.0
562357,Current,69800.0,21.44,0.0,705.0,709.0,0.0,,9.0,15909.0,96.0,22.0
654,Charged Off,35000.0,24.01,3.0,660.0,664.0,2.0,10.0,8.0,3072.0,43.0,12.0
198700,Fully Paid,130000.0,12.82,1.0,670.0,674.0,0.0,20.0,16.0,39220.0,56.0,27.0
911170,Current,103000.0,13.75,0.0,690.0,694.0,0.0,,14.0,17806.0,47.9,23.0
377040,Fully Paid,58000.0,16.74,0.0,730.0,734.0,0.0,,12.0,8000.0,43.5,31.0
326635,Fully Paid,80000.0,9.09,0.0,690.0,694.0,1.0,43.0,12.0,10042.0,50.5,20.0
675257,Fully Paid,44000.0,30.96,1.0,665.0,669.0,0.0,28.0,17.0,14850.0,53.0,37.0
38074,Fully Paid,96125.0,9.6,0.0,750.0,754.0,0.0,,6.0,32845.0,97.7,12.0
254768,Charged Off,40000.0,23.55,0.0,705.0,709.0,2.0,,10.0,10951.0,56.7,13.0
578487,Current,30000.0,19.58,0.0,715.0,719.0,0.0,79.0,5.0,5945.0,63.9,13.0
812396,Current,42500.0,30.67,1.0,710.0,714.0,0.0,10.0,12.0,6850.0,35.9,16.0
419579,Charged Off,41000.0,23.54,5.0,680.0,684.0,1.0,21.0,11.0,0.0,0.0,39.0
123652,Fully Paid,120000.0,19.23,1.0,680.0,684.0,0.0,9.0,11.0,58464.0,73.4,16.0
131804,Current,82000.0,16.19,1.0,685.0,689.0,0.0,2.0,11.0,3681.0,27.7,15.0
529853,Current,56000.0,35.0,0.0,730.0,734.0,0.0,,8.0,39937.0,53.2,27.0
53775,Current,115000.0,22.04,1.0,675.0,679.0,1.0,8.0,11.0,11729.0,53.1,35.0
296667,Current,80000.0,25.13,0.0,715.0,719.0,0.0,,10.0,34996.0,74.8,30.0
361149,Charged Off,49000.0,20.45,3.0,665.0,669.0,0.0,8.0,19.0,12458.0,53.3,49.0
402828,Charged Off,51000.0,17.96,0.0,710.0,714.0,1.0,,18.0,20028.0,41.0,43.0
806467,Current,134400.0,25.43,2.0,725.0,729.0,0.0,4.0,21.0,34314.0,30.4,46.0
653820,Late (16-30 days),70000.0,16.42,0.0,665.0,669.0,0.0,25.0,5.0,20669.0,94.4,11.0
381311,Fully Paid,31000.0,25.55,0.0,665.0,669.0,1.0,,9.0,5539.0,54.0,17.0
53535,Fully Paid,94000.0,16.92,1.0,665.0,669.0,1.0,6.0,13.0,4065.0,36.9,29.0
821662,Current,48000.0,19.78,0.0,670.0,674.0,1.0,41.0,13.0,11304.0,72.0,15.0
402405,Charged Off,120000.0,19.3,4.0,665.0,669.0,3.0,24.0,11.0,20119.0,88.0,25.0
1048031,Fully Paid,51000.0,12.66,0.0,685.0,689.0,0.0,,5.0,10403.0,66.3,22.0
603537,Late (31-120 days),74895.0,10.59,0.0,660.0,664.0,1.0,39.0,9.0,9098.0,88.3,12.0
377637,Fully Paid,180000.0,16.49,0.0,675.0,679.0,1.0,26.0,15.0,50842.0,82.3,54.0
789495,Current,43400.0,22.68,0.0,760.0,764.0,1.0,,18.0,13599.0,22.7,22.0
528958,Current,50000.0,28.93,0.0,690.0,694.0,0.0,58.0,11.0,6950.0,51.9,14.0
116265,Fully Paid,36500.0,23.6,0.0,720.0,724.0,0.0,,17.0,13263.0,32.7,32.0
834825,Current,118000.0,14.48,0.0,660.0,664.0,0.0,49.0,8.0,15508.0,92.3,23.0
842548,Current,45000.0,17.87,0.0,720.0,724.0,0.0,24.0,10.0,7703.0,19.8,25.0
560931,Charged Off,47000.0,24.31,0.0,675.0,679.0,0.0,31.0,11.0,2524.0,16.9,28.0
416239,Fully Paid,40000.0,16.92,0.0,745.0,749.0,0.0,,8.0,4933.0,34.7,12.0
716998,Current,115000.0,20.78,0.0,670.0,674.0,0.0,52.0,30.0,31812.0,90.0,39.0
289863,Charged Off,70000.0,13.69,0.0,705.0,709.0,1.0,,10.0,5321.0,24.4,10.0
763095,Current,60000.0,38.04,5.0,700.0,704.0,1.0,6.0,14.0,9402.0,45.6,28.0
158659,Fully Paid,100000.0,6.61,0.0,800.0,804.0,0.0,,8.0,616.0,1.4,29.0
574655,Current,125000.0,16.66,2.0,685.0,689.0,0.0,5.0,9.0,10272.0,44.9,31.0
58224,Current,80000.0,21.99,0.0,725.0,729.0,0.0,,10.0,12695.0,39.8,26.0
177584,Fully Paid,85000.0,17.37,0.0,670.0,674.0,0.0,,13.0,25392.0,62.3,22.0
184372,Fully Paid,250000.0,18.88,5.0,660.0,664.0,0.0,5.0,25.0,68860.0,60.1,44.0
96847,Fully Paid,67000.0,11.19,1.0,675.0,679.0,0.0,6.0,6.0,14369.0,76.4,20.0
1031046,Fully Paid,32000.0,9.64,0.0,695.0,699.0,1.0,,7.0,5398.0,37.5,12.0
65462,Fully Paid,60000.0,8.14,0.0,705.0,709.0,0.0,33.0,6.0,3587.0,42.7,11.0
659817,Fully Paid,40000.0,6.78,1.0,715.0,719.0,0.0,16.0,15.0,5018.0,44.8,34.0
27630,Fully Paid,35000.0,17.9,0.0,705.0,709.0,2.0,40.0,14.0,3953.0,19.3,25.0
